participant_code,timestamp,interval,red,green,white,black
20190412_21_4,1528224366862,821323,0,1,0,0
20190412_21_4,1528224367365,503,0,0,0,0
20190412_21_4,1528224367969,604,0,0,0,1
20190412_21_4,1528224368021,52,0,0,0,0
20190412_21_4,1528224368123,102,0,0,0,1
20190412_21_4,1528224368326,203,0,0,0,0
20190412_21_4,1528224368930,604,0,0,1,0
20190412_21_4,1528224369233,303,0,0,0,0
20190412_21_4,1528224370238,1005,1,0,0,0
20190412_21_4,1528224370641,403,0,0,0,0
20190412_21_4,1528224372196,1555,0,1,0,0
20190412_21_4,1528224372900,704,0,0,0,0
20190412_21_4,1528224375006,2106,0,0,0,1
20190412_21_4,1528224375709,703,0,0,0,0
20190412_21_4,1528224376613,904,0,0,1,0
20190412_21_4,1528224376816,203,0,0,1,1
20190412_21_4,1528224377419,603,0,0,0,1
20190412_21_4,1528224377672,253,0,0,0,0
20190412_21_4,1528224378725,1053,0,1,1,0
20190412_21_4,1528224379731,1006,0,1,0,0
20190412_21_4,1528224379783,52,0,0,0,0
20190412_21_4,1528224380386,603,0,0,0,1
20190412_21_4,1528224380438,52,1,0,0,1
20190412_21_4,1528224381142,704,0,0,0,1
20190412_21_4,1528224381194,52,0,0,0,0
20190412_21_4,1528224382107,913,0,0,1,0
20190412_21_4,1528224382810,703,0,1,0,0
20190412_21_4,1528224383815,1005,1,1,0,0
20190412_21_4,1528224384117,302,1,0,0,0
20190412_21_4,1528224384319,202,0,0,0,0
20190412_21_4,1528224385073,754,1,0,0,0
20190412_21_4,1528224386177,1104,0,0,0,0
20190412_21_4,1528224386831,654,1,0,0,0
20190412_21_4,1528224387134,303,1,1,0,0
20190412_21_4,1528224388238,1104,0,1,0,0
20190412_21_4,1528224388340,102,1,1,0,0
20190412_21_4,1528224388793,453,0,1,0,0
20190412_21_4,1528224389748,955,1,1,0,0
20190412_21_4,1528224389850,102,0,1,0,0
20190412_21_4,1528224389902,52,0,0,0,0
20190412_21_4,1528224395417,5515,1,0,0,0
20190412_21_4,1528224395620,203,0,0,0,0
20190412_21_4,1528224395772,152,1,0,0,0
20190412_21_4,1528224395923,151,0,0,0,0
20190412_21_4,1528224396126,203,1,0,0,0
20190412_21_4,1528224396278,152,0,0,0,0
20190412_21_4,1528224396481,203,1,0,0,0
20190412_21_4,1528224396583,102,0,0,0,0
20190412_21_4,1528224396836,253,1,0,0,0
20190412_21_4,1528224397039,203,0,0,0,0
20190412_21_4,1528224397191,152,1,0,0,0
20190412_21_4,1528224397344,153,0,0,0,0
20190412_21_4,1528224399502,2158,0,1,0,0
20190412_21_4,1528224399755,253,1,1,0,0
20190412_21_4,1528224402718,2963,0,0,0,0
20190412_21_4,1528224406127,3409,0,0,1,0
20190412_21_4,1528224406178,51,0,0,1,1
20190412_21_4,1528224407083,905,0,0,0,0
20190412_21_4,1528224407637,554,0,1,0,0
20190412_21_4,1528224407990,353,1,1,0,0
20190412_21_4,1528224408394,404,0,0,0,0
20190412_21_4,1528224408899,505,0,0,0,1
20190412_21_4,1528224409202,303,0,0,0,0
20190412_21_4,1528224409705,503,0,1,0,0
20190412_21_4,1528224409857,152,1,1,0,0
20190412_21_4,1528224410209,352,0,0,0,0
20190412_21_4,1528224411464,1255,0,1,1,0
20190412_21_4,1528224411918,454,0,1,0,0
20190412_21_4,1528224411970,52,0,0,0,0
20190412_21_4,1528224412774,804,1,0,0,0
20190412_21_4,1528224413378,604,1,0,0,1
20190412_21_4,1528224413731,353,0,0,0,0
20190412_21_4,1528224414734,1003,0,0,1,1
20190412_21_4,1528224415087,353,0,0,0,0
20190412_21_4,1528224417043,1956,1,0,0,0
20190412_21_4,1528224417095,52,1,0,1,0
20190412_21_4,1528224417699,604,0,0,1,0
20190412_21_4,1528224417801,102,0,0,0,0
20190412_21_4,1528224419106,1305,0,1,0,0
20190412_21_4,1528224419860,754,1,1,0,0
20190412_21_4,1528224422620,2760,1,1,0,1
20190412_21_4,1528224423174,554,1,1,0,0
20190412_21_4,1528224423930,756,1,1,0,1
20190412_21_4,1528224423982,52,1,1,1,1
20190412_21_4,1528224424185,203,1,1,0,1
20190412_21_4,1528224424237,52,1,1,0,0
20190412_21_4,1528224424540,303,1,0,0,0
20190412_21_4,1528224424792,252,0,0,0,0
20190412_21_4,1528224425596,804,1,0,0,0
20190412_21_4,1528224425898,302,0,0,0,0
