participant_code,timestamp,interval,red,green,white,black
20190412_20_2,1528222314699,272328,0,0,1,0
20190412_20_2,1528222315302,603,0,0,0,0
20190412_20_2,1528222317309,2007,1,0,0,0
20190412_20_2,1528222317812,503,0,0,0,0
20190412_20_2,1528222319168,1356,0,1,0,0
20190412_20_2,1528222321077,1909,0,1,0,1
20190412_20_2,1528222322933,1856,0,0,0,0
20190412_20_2,1528222324295,1362,0,1,0,0
20190412_20_2,1528222324347,52,0,1,1,0
20190412_20_2,1528222324399,52,1,1,1,1
20190412_20_2,1528222327459,3060,0,1,1,1
20190412_20_2,1528222327712,253,0,0,1,1
20190412_20_2,1528222330020,2308,0,0,0,1
20190412_20_2,1528222330473,453,0,1,0,1
20190412_20_2,1528222330575,102,0,1,1,1
20190412_20_2,1528222330678,103,0,0,1,1
20190412_20_2,1528222331432,754,0,0,1,0
20190412_20_2,1528222331636,204,0,0,1,1
20190412_20_2,1528222335751,4115,0,0,0,0
20190412_20_2,1528222336756,1005,0,0,0,1
20190412_20_2,1528222337911,1155,0,0,1,1
20190412_20_2,1528222338415,504,0,0,1,0
20190412_20_2,1528222339319,904,0,1,1,0
20190412_20_2,1528222341326,2007,0,1,0,0
20190412_20_2,1528222341579,253,0,1,1,0
20190412_20_2,1528222343286,1707,0,1,0,0
20190412_20_2,1528222343640,354,0,1,1,0
20190412_20_2,1528222350610,6970,1,1,1,1
20190412_20_2,1528222351265,655,0,1,1,1
20190412_20_2,1528222351868,603,1,1,1,1
20190412_20_2,1528222351970,102,0,1,1,1
20190412_20_2,1528222352424,454,0,0,1,1
20190412_20_2,1528222353077,653,0,0,0,0
20190412_20_2,1528222354483,1406,0,0,1,0
20190412_20_2,1528222354987,504,0,0,0,0
20190412_20_2,1528222360854,5867,1,0,0,0
20190412_20_2,1528222361057,203,0,0,0,0
20190412_20_2,1528222361209,152,1,0,0,0
20190412_20_2,1528222361362,153,0,0,0,0
20190412_20_2,1528222361515,153,1,0,0,0
20190412_20_2,1528222361667,152,0,0,0,0
20190412_20_2,1528222361870,203,1,0,0,0
20190412_20_2,1528222362022,152,0,0,0,0
20190412_20_2,1528222362175,153,1,0,0,0
20190412_20_2,1528222362378,203,0,0,0,0
20190412_20_2,1528222362581,203,1,0,0,0
20190412_20_2,1528222362734,153,0,0,0,0
20190412_20_2,1528222371409,8675,0,0,1,0
20190412_20_2,1528222371661,252,0,0,0,0
20190412_20_2,1528222371814,153,0,0,1,0
20190412_20_2,1528222372518,704,0,0,0,0
20190412_20_2,1528222372671,153,0,0,1,0
20190412_20_2,1528222372874,203,0,0,0,0
20190412_20_2,1528222372977,103,0,0,1,0
20190412_20_2,1528222373079,102,0,0,0,0
20190412_20_2,1528222373181,102,0,0,1,0
20190412_20_2,1528222374286,1105,0,0,0,0
20190412_20_2,1528222374390,104,0,0,0,1
20190412_20_2,1528222375044,654,0,0,0,0
20190412_20_2,1528222375600,556,0,0,0,1
20190412_20_2,1528222376056,456,0,0,0,0
20190412_20_2,1528222377162,1106,1,0,0,0
20190412_20_2,1528222377415,253,0,0,0,0
20190412_20_2,1528222377718,303,0,1,0,0
20190412_20_2,1528222378172,454,0,0,0,0
20190412_20_2,1528222384189,6017,1,1,0,0
20190412_20_2,1528222384744,555,0,0,0,0
20190412_20_2,1528222387302,2558,1,0,1,0
20190412_20_2,1528222387705,403,0,0,0,0
20190412_20_2,1528222390615,2910,0,0,0,1
20190412_20_2,1528222390717,102,0,0,1,1
20190412_20_2,1528222390970,253,0,0,1,0
20190412_20_2,1528222391022,52,0,0,1,1
20190412_20_2,1528222392077,1055,0,0,0,0
20190412_20_2,1528222392780,703,1,0,0,0
20190412_20_2,1528222392832,52,1,1,0,0
20190412_20_2,1528222396291,3459,1,0,0,0
20190412_20_2,1528222396343,52,0,0,0,0
20190412_20_2,1528222397801,1458,0,1,0,0
20190412_20_2,1528222398054,253,0,1,0,1
20190412_20_2,1528222398959,905,0,0,0,1
20190412_20_2,1528222399012,53,0,0,0,0
20190412_20_2,1528222399265,253,0,1,0,0
20190412_20_2,1528222399568,303,0,0,0,0
20190412_20_2,1528222400122,554,0,0,1,0
20190412_20_2,1528222400174,52,1,0,1,0
20190412_20_2,1528222400427,253,1,1,1,0
20190412_20_2,1528222400730,303,0,1,1,0
20190412_20_2,1528222400783,53,0,0,0,0
20190412_20_2,1528222401136,353,0,1,0,0
20190412_20_2,1528222401338,202,1,1,0,0
20190412_20_2,1528222401541,203,1,0,0,0
20190412_20_2,1528222402245,704,0,0,0,0
