participant_code,timestamp,interval,red,green,white,black
20190328_08_2,1528198626405,834412,0,0,1,0
20190328_08_2,1528198626907,502,0,0,0,0
20190328_08_2,1528198628365,1458,0,1,0,0
20190328_08_2,1528198628818,453,0,0,0,0
20190328_08_2,1528198629421,603,0,0,0,1
20190328_08_2,1528198629873,452,0,0,0,0
20190328_08_2,1528198630676,803,1,0,0,0
20190328_08_2,1528198631580,904,0,0,0,0
20190328_08_2,1528198635594,4014,0,0,0,1
20190328_08_2,1528198637150,1556,0,0,1,1
20190328_08_2,1528198639560,2410,0,0,1,0
20190328_08_2,1528198639912,352,0,0,0,0
20190328_08_2,1528198641168,1256,0,1,0,0
20190328_08_2,1528198645280,4112,0,0,0,0
20190328_08_2,1528198645934,654,1,0,0,0
20190328_08_2,1528198647941,2007,0,0,0,0
20190328_08_2,1528198648243,302,0,0,0,1
20190328_08_2,1528198650350,2107,0,0,0,0
20190328_08_2,1528198650801,451,0,0,1,0
20190328_08_2,1528198650854,53,0,0,1,1
20190328_08_2,1528198651458,604,0,0,0,0
20190328_08_2,1528198652513,1055,1,1,0,0
20190328_08_2,1528198652966,453,1,0,0,0
20190328_08_2,1528198653018,52,0,0,0,0
20190328_08_2,1528198654072,1054,0,0,0,1
20190328_08_2,1528198654374,302,0,0,0,0
20190328_08_2,1528198654777,403,0,0,1,0
20190328_08_2,1528198654980,203,0,0,0,0
20190328_08_2,1528198655383,403,0,1,0,0
20190328_08_2,1528198655636,253,0,0,0,0
20190328_08_2,1528198655988,352,1,0,0,0
20190328_08_2,1528198656242,254,0,0,0,0
20190328_08_2,1528198663913,7671,0,1,0,0
20190328_08_2,1528198665770,1857,0,0,0,0
20190328_08_2,1528198666073,303,0,1,0,0
20190328_08_2,1528198667277,1204,0,0,0,0
20190328_08_2,1528198667329,52,0,1,0,0
20190328_08_2,1528198667381,52,0,0,0,0
20190328_08_2,1528198668636,1255,1,0,0,0
20190328_08_2,1528198669388,752,0,0,0,0
20190328_08_2,1528198669691,303,0,0,0,1
20190328_08_2,1528198670395,704,0,0,0,0
20190328_08_2,1528198672352,1957,0,0,1,0
20190328_08_2,1528198678370,6018,0,0,0,1
20190328_08_2,1528198679672,1302,0,0,0,0
20190328_08_2,1528198684335,4663,0,0,0,1
20190328_08_2,1528198686993,2658,0,0,0,0
20190328_08_2,1528198687998,1005,0,0,0,1
20190328_08_2,1528198688301,303,0,0,0,0
20190328_08_2,1528198689204,903,0,0,0,1
20190328_08_2,1528198693066,3862,0,0,0,0
20190328_08_2,1528198698080,5014,0,0,1,1
20190328_08_2,1528198700488,2408,0,0,1,0
20190328_08_2,1528198700540,52,0,0,0,0
20190328_08_2,1528198702848,2308,0,1,0,0
20190328_08_2,1528198702950,102,0,1,0,1
20190328_08_2,1528198706661,3711,0,1,0,0
20190328_08_2,1528198706712,51,0,1,0,1
20190328_08_2,1528198709170,2458,0,0,0,1
20190328_08_2,1528198709273,103,0,0,0,0
20190328_08_2,1528198709726,453,0,1,0,0
20190328_08_2,1528198709979,253,0,1,0,1
20190328_08_2,1528198715592,5613,0,0,0,1
20190328_08_2,1528198715695,103,0,1,0,1
20190328_08_2,1528198715997,302,0,0,0,0
