participant_code,timestamp,interval,red,green,white,black
20190328_09_3,1528199773897,1057900,1,0,0,0
20190328_09_3,1528199774401,504,0,0,0,0
20190328_09_3,1528199774853,452,1,0,0,0
20190328_09_3,1528199775156,303,0,0,0,0
20190328_09_3,1528199777613,2457,0,0,1,0
20190328_09_3,1528199778515,902,0,0,0,0
20190328_09_3,1528199779470,955,0,0,1,0
20190328_09_3,1528199780675,1205,0,0,0,0
20190328_09_3,1528199782332,1657,0,0,1,0
20190328_09_3,1528199782435,103,1,0,1,0
20190328_09_3,1528199783087,652,0,0,0,0
20190328_09_3,1528199785646,2559,1,0,0,0
20190328_09_3,1528199787402,1756,0,0,0,0
20190328_09_3,1528199788006,604,1,0,0,0
20190328_09_3,1528199789110,1104,0,0,0,0
20190328_09_3,1528199790315,1205,0,0,1,0
20190328_09_3,1528199790918,603,0,0,0,0
20190328_09_3,1528199793176,2258,0,0,1,0
20190328_09_3,1528199793378,202,1,0,1,0
20190328_09_3,1528199794081,703,0,0,0,0
20190328_09_3,1528199794935,854,1,0,1,0
20190328_09_3,1528199795589,654,0,0,1,0
20190328_09_3,1528199795641,52,0,0,0,0
20190328_09_3,1528199807374,11733,0,0,1,0
20190328_09_3,1528199808228,854,0,0,0,0
20190328_09_3,1528199810586,2358,1,0,0,0
20190328_09_3,1528199810838,252,0,0,0,0
20190328_09_3,1528199812745,1907,1,0,1,0
20190328_09_3,1528199813199,454,0,0,0,0
20190328_09_3,1528199814103,904,0,0,1,0
20190328_09_3,1528199814205,102,1,0,1,0
20190328_09_3,1528199814458,253,0,0,1,0
20190328_09_3,1528199814560,102,0,0,0,0
20190328_09_3,1528199815264,704,1,0,1,0
20190328_09_3,1528199815517,253,1,0,0,0
20190328_09_3,1528199815569,52,0,0,0,0
20190328_09_3,1528199824894,9325,0,0,1,0
20190328_09_3,1528199825197,303,0,0,0,0
20190328_09_3,1528199825901,704,0,0,1,0
20190328_09_3,1528199826104,203,0,0,0,0
20190328_09_3,1528199826307,203,0,0,1,0
20190328_09_3,1528199826509,202,0,0,0,0
20190328_09_3,1528199826612,103,0,0,1,0
20190328_09_3,1528199826814,202,0,0,0,0
20190328_09_3,1528199826966,152,0,0,1,0
20190328_09_3,1528199827117,151,0,0,0,0
