participant_code,timestamp,interval,red,green,white,black
20190412_27_0,1528234395032,864497,0,0,1,1
20190412_27_0,1528234395435,403,0,0,0,1
20190412_27_0,1528234395485,50,0,0,0,0
20190412_27_0,1528234396339,854,0,0,1,1
20190412_27_0,1528234397593,1254,0,0,0,0
20190412_27_0,1528234399149,1556,0,0,1,1
20190412_27_0,1528234399651,502,0,0,0,0
20190412_27_0,1528234401158,1507,1,1,0,0
20190412_27_0,1528234401762,604,0,1,0,0
20190412_27_0,1528234401814,52,0,0,0,0
20190412_27_0,1528234403871,2057,0,1,1,0
20190412_27_0,1528234404624,753,0,0,1,0
20190412_27_0,1528234404676,52,0,0,0,0
20190412_27_0,1528234406431,1755,0,0,0,1
20190412_27_0,1528234406483,52,1,0,0,1
20190412_27_0,1528234407137,654,0,0,0,1
20190412_27_0,1528234407189,52,0,0,0,0
20190412_27_0,1528234407942,753,1,0,0,1
20190412_27_0,1528234408646,704,0,0,0,0
20190412_27_0,1528234418523,9877,1,0,0,0
20190412_27_0,1528234418676,153,0,0,0,0
20190412_27_0,1528234418778,102,1,0,0,0
20190412_27_0,1528234418930,152,0,0,0,0
20190412_27_0,1528234419031,101,1,0,0,0
20190412_27_0,1528234419134,103,0,0,0,0
20190412_27_0,1528234419235,101,1,0,0,0
20190412_27_0,1528234419388,153,0,0,0,0
20190412_27_0,1528234419490,102,1,0,0,0
20190412_27_0,1528234419642,152,0,0,0,0
20190412_27_0,1528234419744,102,1,0,0,0
20190412_27_0,1528234420197,453,0,0,0,0
20190412_27_0,1528234425663,5466,0,1,0,0
20190412_27_0,1528234425715,52,0,1,1,0
20190412_27_0,1528234426318,603,0,0,1,0
20190412_27_0,1528234426370,52,0,0,0,0
20190412_27_0,1528234430082,3712,1,0,0,0
20190412_27_0,1528234430134,52,1,0,0,1
20190412_27_0,1528234431489,1355,0,0,0,1
20190412_27_0,1528234431541,52,0,0,0,0
20190412_27_0,1528234440114,8573,1,0,0,1
20190412_27_0,1528234440817,703,0,0,0,0
