participant_code,timestamp,interval,red,green,white,black
20190424_33_3,1528249143608,1468266,0,0,1,0
20190424_33_3,1528249144212,604,0,0,0,0
20190424_33_3,1528249145568,1356,1,0,0,0
20190424_33_3,1528249146320,752,0,0,0,0
20190424_33_3,1528249147424,1104,0,0,0,1
20190424_33_3,1528249147776,352,0,0,0,0
20190424_33_3,1528249148479,703,0,1,0,0
20190424_33_3,1528249150236,1757,0,0,0,0
20190424_33_3,1528249150389,153,0,1,0,0
20190424_33_3,1528249150741,352,0,0,0,0
20190424_33_3,1528249152998,2257,0,0,0,1
20190424_33_3,1528249153753,755,0,0,0,0
20190424_33_3,1528249156010,2257,1,0,0,0
20190424_33_3,1528249156061,51,1,1,0,0
20190424_33_3,1528249156112,51,1,1,0,1
20190424_33_3,1528249156916,804,1,1,1,1
20190424_33_3,1528249163535,6619,1,0,1,1
20190424_33_3,1528249163886,351,1,1,1,1
20190424_33_3,1528249164037,151,1,1,0,1
20190424_33_3,1528249164139,102,1,0,0,1
20190424_33_3,1528249164191,52,0,0,0,1
20190424_33_3,1528249164293,102,0,1,0,1
20190424_33_3,1528249164445,152,0,1,1,1
20190424_33_3,1528249164699,254,0,1,0,0
20190424_33_3,1528249164800,101,0,1,0,1
20190424_33_3,1528249164853,53,0,1,1,1
20190424_33_3,1528249164908,55,1,1,1,1
20190424_33_3,1528249165013,105,0,1,1,1
20190424_33_3,1528249165269,256,1,1,1,1
20190424_33_3,1528249165576,307,1,0,1,1
20190424_33_3,1528249165632,56,1,0,1,0
20190424_33_3,1528249165686,54,1,0,0,0
20190424_33_3,1528249165788,102,1,0,1,1
20190424_33_3,1528249165840,52,1,1,1,1
20190424_33_3,1528249166042,202,1,1,0,1
20190424_33_3,1528249166094,52,1,0,0,0
20190424_33_3,1528249166145,51,0,0,0,0
20190424_33_3,1528249166297,152,1,0,1,1
20190424_33_3,1528249166348,51,1,1,1,1
20190424_33_3,1528249167653,1305,0,0,0,0
20190424_33_3,1528249168106,453,0,0,0,1
20190424_33_3,1528249168158,52,1,1,1,1
20190424_33_3,1528249169314,1156,1,0,1,1
20190424_33_3,1528249169366,52,1,0,0,1
20190424_33_3,1528249169419,53,0,0,0,0
20190424_33_3,1528249176237,6818,0,1,0,0
20190424_33_3,1528249176691,454,0,0,0,0
20190424_33_3,1528249178998,2307,1,1,0,0
20190424_33_3,1528249180353,1355,0,1,0,0
20190424_33_3,1528249180404,51,0,0,0,0
20190424_33_3,1528249182210,1806,0,0,0,1
20190424_33_3,1528249182262,52,0,0,1,1
20190424_33_3,1528249183065,803,0,0,0,0
20190424_33_3,1528249190189,7124,1,0,0,0
20190424_33_3,1528249190541,352,1,0,1,0
20190424_33_3,1528249190643,102,1,0,1,1
20190424_33_3,1528249191196,553,0,0,1,1
20190424_33_3,1528249191248,52,0,0,0,0
20190424_33_3,1528249191701,453,0,0,1,1
20190424_33_3,1528249191753,52,1,0,1,1
20190424_33_3,1528249193310,1557,1,0,1,0
20190424_33_3,1528249193361,51,1,0,0,0
20190424_33_3,1528249193413,52,0,0,0,0
20190424_33_3,1528249194618,1205,0,0,0,1
20190424_33_3,1528249194669,51,0,0,1,1
20190424_33_3,1528249194722,53,1,0,1,1
20190424_33_3,1528249195475,753,0,0,1,1
20190424_33_3,1528249195527,52,0,0,0,0
20190424_33_3,1528249197334,1807,1,0,0,0
20190424_33_3,1528249197587,253,1,0,0,1
20190424_33_3,1528249197688,101,1,0,1,1
20190424_33_3,1528249201953,4265,0,0,0,1
20190424_33_3,1528249202004,51,0,0,0,0
20190424_33_3,1528249204513,2509,0,0,0,1
20190424_33_3,1528249204564,51,0,1,0,1
20190424_33_3,1528249206823,2259,0,1,1,1
20190424_33_3,1528249206875,52,0,1,0,1
20190424_33_3,1528249206926,51,0,1,1,1
20190424_33_3,1528249212339,5413,0,0,1,1
20190424_33_3,1528249212390,51,0,1,1,1
20190424_33_3,1528249214647,2257,0,0,0,0
20190424_33_3,1528249217256,2609,1,0,0,0
20190424_33_3,1528249217408,152,1,0,1,0
20190424_33_3,1528249217511,103,1,0,1,1
20190424_33_3,1528249218313,802,0,0,0,0
20190424_33_3,1528249219567,1254,1,0,0,0
20190424_33_3,1528249219719,152,1,0,1,0
20190424_33_3,1528249224833,5114,0,0,0,0
20190424_33_3,1528249233356,8523,0,0,1,0
20190424_33_3,1528249233408,52,1,0,1,0
20190424_33_3,1528249240779,7371,1,0,0,0
20190424_33_3,1528249240831,52,0,0,0,0
20190424_33_3,1528249241937,1106,1,0,0,0
20190424_33_3,1528249242089,152,0,0,0,0
20190424_33_3,1528249242291,202,1,0,0,0
20190424_33_3,1528249242394,103,0,0,0,0
20190424_33_3,1528249242596,202,1,0,0,0
20190424_33_3,1528249242748,152,0,0,0,0
20190424_33_3,1528249242900,152,1,0,0,0
20190424_33_3,1528249243003,103,0,0,0,0
20190424_33_3,1528249243205,202,1,0,0,0
20190424_33_3,1528249243307,102,0,0,0,0
20190424_33_3,1528249243459,152,1,0,0,0
20190424_33_3,1528249243562,103,0,0,0,0
20190424_33_3,1528249245267,1705,1,0,0,0
20190424_33_3,1528249245469,202,1,0,1,0
20190424_33_3,1528249246724,1255,0,0,1,0
20190424_33_3,1528249246776,52,0,0,0,0
20190424_33_3,1528249247680,904,0,0,1,0
20190424_33_3,1528249247733,53,1,0,1,0
20190424_33_3,1528249249088,1355,1,0,0,0
20190424_33_3,1528249249140,52,0,0,0,0
