participant_code,timestamp,interval,red,green,white,black
20190424_32_3,1528247551368,1463280,0,0,1,0
20190424_32_3,1528247551871,503,0,0,0,0
20190424_32_3,1528247552975,1104,1,0,0,0
20190424_32_3,1528247554380,1405,0,0,0,0
20190424_32_3,1528247554834,454,0,0,1,0
20190424_32_3,1528247555337,503,0,0,0,0
20190424_32_3,1528247555740,403,0,0,1,0
20190424_32_3,1528247555991,251,0,0,0,0
20190424_32_3,1528247560704,4713,1,0,0,0
20190424_32_3,1528247562611,1907,0,0,0,0
20190424_32_3,1528247563565,954,0,0,1,0
20190424_32_3,1528247564269,704,0,0,0,0
20190424_32_3,1528247567429,3160,0,0,1,0
20190424_32_3,1528247569635,2206,0,0,0,0
20190424_32_3,1528247569936,301,0,0,1,0
20190424_32_3,1528247570239,303,0,0,0,0
20190424_32_3,1528247570392,153,0,0,1,0
20190424_32_3,1528247570645,253,0,0,0,0
20190424_32_3,1528247572802,2157,1,0,0,0
20190424_32_3,1528247573004,202,0,0,0,0
20190424_32_3,1528247574358,1354,1,0,0,0
20190424_32_3,1528247574660,302,0,0,0,0
20190424_32_3,1528247574912,252,1,0,0,0
20190424_32_3,1528247575115,203,0,0,0,0
20190424_32_3,1528247575317,202,1,0,0,0
20190424_32_3,1528247575569,252,0,0,0,0
20190424_32_3,1528247575722,153,1,0,0,0
20190424_32_3,1528247576025,303,0,0,0,0
20190424_32_3,1528247576228,203,1,0,0,0
20190424_32_3,1528247576530,302,0,0,0,0
20190424_32_3,1528247577834,1304,1,0,0,0
20190424_32_3,1528247577886,52,1,0,1,0
20190424_32_3,1528247578389,503,1,0,0,0
20190424_32_3,1528247578792,403,0,0,0,0
20190424_32_3,1528247579496,704,0,0,0,1
20190424_32_3,1528247580250,754,0,0,0,0
20190424_32_3,1528247580903,653,0,1,0,0
20190424_32_3,1528247581256,353,0,0,0,0
20190424_32_3,1528247581859,603,1,0,0,0
20190424_32_3,1528247582262,403,0,0,0,0
20190424_32_3,1528247582565,303,0,0,1,0
20190424_32_3,1528247582866,301,0,0,0,0
20190424_32_3,1528247583069,203,0,0,1,0
