participant_code,timestamp,interval,red,green,white,black
20190328_02_1,1528189624970,719165,0,0,1,0
20190328_02_1,1528189625423,453,0,0,0,0
20190328_02_1,1528189626028,605,0,0,0,1
20190328_02_1,1528189626531,503,0,0,0,0
20190328_02_1,1528189627385,854,1,0,0,0
20190328_02_1,1528189627688,303,0,0,0,0
20190328_02_1,1528189627739,51,0,1,0,0
20190328_02_1,1528189628044,305,0,0,0,0
20190328_02_1,1528189628297,253,0,0,1,0
20190328_02_1,1528189628650,353,0,0,0,1
20190328_02_1,1528189629355,705,1,0,0,1
20190328_02_1,1528189629557,202,1,0,0,0
20190328_02_1,1528189629660,103,0,0,0,0
20190328_02_1,1528189631415,1755,1,0,0,0
20190328_02_1,1528189632068,653,0,0,0,0
20190328_02_1,1528189632321,253,0,1,0,0
20190328_02_1,1528189632774,453,0,0,0,0
20190328_02_1,1528189633678,904,0,0,1,0
20190328_02_1,1528189634382,704,0,0,0,0
20190328_02_1,1528189634885,503,1,0,0,0
20190328_02_1,1528189635388,503,1,0,0,1
20190328_02_1,1528189635441,53,0,0,0,1
20190328_02_1,1528189635697,256,0,0,0,0
20190328_02_1,1528189636560,863,0,1,0,0
20190328_02_1,1528189636866,306,0,0,0,0
20190328_02_1,1528189638726,1860,0,0,1,0
20190328_02_1,1528189639082,356,0,0,0,0
20190328_02_1,1528189640688,1606,1,0,0,1
20190328_02_1,1528189640841,153,1,0,0,0
20190328_02_1,1528189640993,152,0,0,0,1
20190328_02_1,1528189641447,454,0,0,0,0
20190328_02_1,1528189642101,654,0,0,1,0
20190328_02_1,1528189642253,152,0,1,1,0
20190328_02_1,1528189642505,252,0,1,0,0
20190328_02_1,1528189642708,203,0,0,0,0
20190328_02_1,1528189645267,2559,0,0,1,0
20190328_02_1,1528189645769,502,0,0,0,0
20190328_02_1,1528189647978,2209,1,0,0,0
20190328_02_1,1528189648331,353,0,0,0,0
20190328_02_1,1528189648433,102,0,0,0,1
20190328_02_1,1528189649037,604,0,0,0,0
20190328_02_1,1528189649289,252,0,0,1,0
20190328_02_1,1528189649991,702,0,0,0,0
20190328_02_1,1528189650544,553,1,0,0,0
20190328_02_1,1528189650848,304,0,0,0,0
20190328_02_1,1528189651151,303,0,1,0,0
20190328_02_1,1528189651304,153,1,1,0,0
20190328_02_1,1528189651406,102,1,0,0,0
20190328_02_1,1528189651508,102,0,0,0,0
20190328_02_1,1528189651564,56,1,1,0,0
20190328_02_1,1528189651968,404,0,1,0,0
20190328_02_1,1528189652121,153,0,0,0,0
20190328_02_1,1528189652425,304,1,1,0,0
20190328_02_1,1528189652678,253,0,0,0,0
20190328_02_1,1528189652881,203,0,1,0,0
20190328_02_1,1528189653134,253,0,0,0,0
20190328_02_1,1528189653185,51,1,0,0,0
20190328_02_1,1528189653388,203,0,1,0,0
20190328_02_1,1528189653641,253,1,0,0,0
20190328_02_1,1528189654045,404,0,0,0,0
20190328_02_1,1528189654197,152,0,1,0,0
20190328_02_1,1528189654550,353,1,0,0,0
20190328_02_1,1528189654902,352,0,0,0,0
20190328_02_1,1528189655355,453,0,0,1,0
20190328_02_1,1528189655407,52,0,0,1,1
20190328_02_1,1528189655660,253,0,0,0,1
20190328_02_1,1528189655713,53,0,0,0,0
20190328_02_1,1528189655815,102,0,0,1,0
20190328_02_1,1528189655867,52,0,0,1,1
20190328_02_1,1528189656070,203,0,0,0,0
20190328_02_1,1528189656172,102,0,0,1,0
20190328_02_1,1528189656224,52,0,0,1,1
20190328_02_1,1528189656426,202,0,0,0,0
20190328_02_1,1528189656578,152,0,0,1,0
20190328_02_1,1528189656781,203,0,0,0,0
20190328_02_1,1528189656882,101,0,0,0,1
20190328_02_1,1528189656985,103,0,0,1,1
20190328_02_1,1528189657087,102,0,0,1,0
20190328_02_1,1528189657138,51,0,0,0,0
20190328_02_1,1528189657241,103,0,0,0,1
20190328_02_1,1528189657293,52,0,0,1,1
20190328_02_1,1528189657445,152,0,0,1,0
20190328_02_1,1528189657497,52,0,0,0,0
20190328_02_1,1528189657949,452,1,1,0,0
20190328_02_1,1528189658151,202,1,0,0,0
20190328_02_1,1528189658202,51,0,0,0,0
20190328_02_1,1528189658658,456,0,1,0,0
20190328_02_1,1528189658710,52,1,1,0,0
20190328_02_1,1528189658913,203,0,0,0,0
20190328_02_1,1528189659416,503,1,0,0,0
20190328_02_1,1528189659569,153,1,1,0,0
20190328_02_1,1528189659723,154,1,0,0,0
20190328_02_1,1528189659826,103,0,0,0,0
20190328_02_1,1528189659979,153,1,0,0,0
20190328_02_1,1528189660232,253,0,0,0,0
20190328_02_1,1528189660384,152,1,0,0,0
20190328_02_1,1528189660537,153,0,0,0,0
20190328_02_1,1528189660790,253,0,1,0,0
20190328_02_1,1528189661043,253,0,0,0,0
20190328_02_1,1528189661245,202,0,1,0,0
20190328_02_1,1528189661451,206,0,0,0,0
20190328_02_1,1528189661505,54,1,0,0,0
20190328_02_1,1528189661662,157,0,1,0,0
20190328_02_1,1528189661765,103,0,0,0,0
20190328_02_1,1528189661867,102,1,0,0,0
20190328_02_1,1528189661970,103,0,0,0,0
20190328_02_1,1528189662021,51,0,1,0,0
20190328_02_1,1528189662073,52,0,0,0,0
20190328_02_1,1528189662124,51,1,0,0,0
20190328_02_1,1528189662276,152,0,0,0,0
20190328_02_1,1528189662680,404,0,0,1,0
20190328_02_1,1528189662833,153,0,0,0,0
20190328_02_1,1528189662934,101,0,0,0,1
20190328_02_1,1528189662985,51,0,0,1,1
20190328_02_1,1528189663188,203,0,0,0,0
20190328_02_1,1528189663340,152,0,0,1,1
20190328_02_1,1528189663591,251,0,0,0,0
20190328_02_1,1528189663743,152,0,0,1,1
20190328_02_1,1528189663946,203,0,0,0,0
20190328_02_1,1528189664047,101,0,0,0,1
20190328_02_1,1528189664100,53,0,0,1,1
20190328_02_1,1528189664253,153,0,0,1,0
20190328_02_1,1528189664305,52,0,0,0,0
20190328_02_1,1528189664458,153,0,0,1,1
20190328_02_1,1528189664611,153,0,0,0,0
20190328_02_1,1528189664763,152,0,0,1,1
20190328_02_1,1528189664866,103,0,0,1,0
20190328_02_1,1528189664918,52,0,0,0,0
20190328_02_1,1528189665019,101,0,0,1,1
20190328_02_1,1528189665172,153,0,0,0,0
20190328_02_1,1528189665628,456,0,1,0,0
20190328_02_1,1528189665929,301,1,1,0,0
20190328_02_1,1528189666031,102,1,0,0,0
20190328_02_1,1528189666133,102,0,0,0,0
20190328_02_1,1528189666386,253,0,1,0,0
20190328_02_1,1528189666437,51,1,1,0,0
20190328_02_1,1528189666639,202,1,0,0,0
20190328_02_1,1528189666690,51,0,0,0,0
20190328_02_1,1528189666993,303,1,0,0,0
20190328_02_1,1528189667096,103,1,1,0,0
20190328_02_1,1528189667248,152,0,0,0,0
20190328_02_1,1528189667501,253,1,0,0,0
20190328_02_1,1528189667553,52,1,1,0,0
20190328_02_1,1528189667754,201,1,0,0,0
20190328_02_1,1528189667807,53,0,0,0,0
20190328_02_1,1528189668109,302,1,1,0,0
20190328_02_1,1528189668261,152,1,0,0,0
20190328_02_1,1528189668313,52,0,0,0,0
20190328_02_1,1528189668666,353,1,0,0,0
20190328_02_1,1528189668718,52,1,1,0,0
20190328_02_1,1528189668920,202,0,0,0,0
20190328_02_1,1528189669221,301,1,0,0,0
20190328_02_1,1528189669274,53,1,1,0,0
20190328_02_1,1528189669426,152,1,0,0,0
20190328_02_1,1528189669478,52,0,0,0,0
20190328_02_1,1528189669681,203,1,0,0,0
20190328_02_1,1528189669884,203,0,0,0,0
20190328_02_1,1528189670037,153,1,1,0,0
20190328_02_1,1528189670240,203,0,0,0,0
20190328_02_1,1528189670443,203,1,1,0,0
20190328_02_1,1528189670596,153,1,0,0,0
20190328_02_1,1528189670648,52,0,0,0,0
20190328_02_1,1528189670801,153,1,1,0,0
20190328_02_1,1528189670953,152,1,0,0,0
20190328_02_1,1528189671055,102,0,0,0,0
20190328_02_1,1528189671106,51,0,1,0,0
