participant_code,timestamp,interval,red,green,white,black
20190402_13_1,1528205037439,959876,0,0,1,0
20190402_13_1,1528205037845,406,1,0,1,0
20190402_13_1,1528205038449,604,0,0,1,0
20190402_13_1,1528205038551,102,0,0,0,0
20190402_13_1,1528205040408,1857,0,0,1,0
20190402_13_1,1528205040861,453,0,0,1,1
20190402_13_1,1528205041365,504,0,0,1,0
20190402_13_1,1528205041467,102,0,0,0,0
20190402_13_1,1528205042873,1406,0,0,1,0
20190402_13_1,1528205043476,603,0,0,0,0
20190402_13_1,1528205043579,103,0,0,1,0
20190402_13_1,1528205044182,603,0,0,0,0
20190402_13_1,1528205045589,1407,0,1,0,0
20190402_13_1,1528205045641,52,0,1,1,0
20190402_13_1,1528205045995,354,0,0,0,0
20190402_13_1,1528205047149,1154,0,0,1,0
20190402_13_1,1528205047652,503,0,0,0,0
20190402_13_1,1528205051214,3562,1,0,0,0
20190402_13_1,1528205051467,253,0,0,0,0
20190402_13_1,1528205053376,1909,0,1,0,0
20190402_13_1,1528205053680,304,0,0,0,0
20190402_13_1,1528205055487,1807,0,0,0,1
20190402_13_1,1528205055740,253,0,0,0,0
20190402_13_1,1528205057947,2207,0,0,1,0
20190402_13_1,1528205058551,604,1,0,1,0
20190402_13_1,1528205058703,152,1,0,1,1
20190402_13_1,1528205059106,403,1,0,1,0
20190402_13_1,1528205059158,52,0,0,0,0
20190402_13_1,1528205059761,603,1,0,0,0
20190402_13_1,1528205060013,252,0,0,0,0
20190402_13_1,1528205060566,553,0,0,0,1
20190402_13_1,1528205060769,203,0,0,1,1
20190402_13_1,1528205061021,252,1,0,1,1
20190402_13_1,1528205061374,353,1,1,1,1
20190402_13_1,1528205062028,654,0,0,1,0
20190402_13_1,1528205062081,53,0,0,0,0
20190402_13_1,1528205062484,403,1,0,0,0
20190402_13_1,1528205062537,53,1,1,1,1
20190402_13_1,1528205062741,204,1,1,1,0
20190402_13_1,1528205062793,52,1,0,1,0
20190402_13_1,1528205062845,52,1,0,0,0
20190402_13_1,1528205062897,52,0,0,0,0
20190402_13_1,1528205063049,152,1,0,0,0
20190402_13_1,1528205063102,53,1,0,1,0
20190402_13_1,1528205063154,52,1,1,1,0
20190402_13_1,1528205063357,203,1,0,1,0
20190402_13_1,1528205063409,52,1,0,0,0
20190402_13_1,1528205063461,52,0,0,0,0
