participant_code,timestamp,interval,red,green,white,black
20190403_14_2,1528206090447,996627,0,0,0,1
20190403_14_2,1528206090499,52,0,0,1,1
20190403_14_2,1528206090852,353,0,0,0,0
20190403_14_2,1528206092959,2107,0,0,1,0
20190403_14_2,1528206094215,1256,0,1,1,0
20190403_14_2,1528206094669,454,0,0,1,0
20190403_14_2,1528206094721,52,0,0,0,0
20190403_14_2,1528206096829,2108,0,0,1,0
20190403_14_2,1528206096881,52,1,0,1,0
20190403_14_2,1528206097334,453,0,0,1,0
20190403_14_2,1528206097386,52,0,0,0,0
20190403_14_2,1528206099342,1956,0,0,1,0
20190403_14_2,1528206099394,52,0,1,1,0
20190403_14_2,1528206099747,353,0,0,1,0
20190403_14_2,1528206099849,102,0,0,0,0
20190403_14_2,1528206101807,1958,0,1,0,0
20190403_14_2,1528206101859,52,1,1,0,0
20190403_14_2,1528206102212,353,1,0,0,0
20190403_14_2,1528206102265,53,0,0,0,0
20190403_14_2,1528206102819,554,1,1,0,0
20190403_14_2,1528206105930,3111,0,0,0,0
20190403_14_2,1528206106384,454,0,1,0,0
20190403_14_2,1528206106436,52,1,1,0,0
20190403_14_2,1528206106737,301,1,0,0,0
20190403_14_2,1528206106840,103,1,1,0,0
20190403_14_2,1528206107443,603,1,0,0,0
20190403_14_2,1528206107646,203,0,0,0,0
20190403_14_2,1528206109153,1507,1,0,0,1
20190403_14_2,1528206109556,403,0,0,0,1
20190403_14_2,1528206109709,153,0,0,0,0
20190403_14_2,1528206110263,554,0,1,0,1
20190403_14_2,1528206110767,504,0,0,0,0
20190403_14_2,1528206111120,353,0,1,0,1
20190403_14_2,1528206111524,404,0,1,0,0
20190403_14_2,1528206111576,52,0,0,0,0
20190403_14_2,1528206119297,7721,1,0,0,0
20190403_14_2,1528206119398,101,1,1,0,0
20190403_14_2,1528206123762,4364,0,0,0,0
20190403_14_2,1528206124266,504,1,0,0,0
20190403_14_2,1528206124319,53,1,1,0,0
20190403_14_2,1528206125071,752,0,0,0,0
20190403_14_2,1528206125474,403,1,1,0,0
20190403_14_2,1528206125878,404,0,0,0,0
20190403_14_2,1528206126282,404,1,1,0,0
20190403_14_2,1528206126534,252,0,1,0,0
20190403_14_2,1528206126586,52,0,0,0,0
20190403_14_2,1528206129344,2758,1,0,0,0
20190403_14_2,1528206129447,103,1,1,0,0
20190403_14_2,1528206130350,903,0,1,0,0
20190403_14_2,1528206130403,53,0,0,0,0
20190403_14_2,1528206132360,1957,0,1,0,1
20190403_14_2,1528206133717,1357,0,1,0,0
20190403_14_2,1528206133870,153,0,0,0,0
20190403_14_2,1528206134374,504,0,0,0,1
20190403_14_2,1528206134427,53,0,1,0,1
20190403_14_2,1528206134780,353,0,1,0,0
20190403_14_2,1528206134883,103,0,0,0,0
20190403_14_2,1528206135135,252,0,1,0,1
20190403_14_2,1528206135437,302,0,1,0,0
20190403_14_2,1528206135489,52,0,0,0,0
20190403_14_2,1528206136745,1256,0,0,0,1
20190403_14_2,1528206136847,102,0,0,1,1
20190403_14_2,1528206137151,304,0,0,0,1
20190403_14_2,1528206137255,104,0,0,0,0
20190403_14_2,1528206137508,253,0,0,1,0
20190403_14_2,1528206137559,51,0,0,1,1
20190403_14_2,1528206137762,203,0,0,0,1
20190403_14_2,1528206137814,52,0,0,0,0
20190403_14_2,1528206138067,253,0,0,0,1
20190403_14_2,1528206138119,52,0,0,1,1
20190403_14_2,1528206138322,203,0,0,0,1
20190403_14_2,1528206138374,52,0,0,0,0
20190403_14_2,1528206138676,302,0,0,1,1
20190403_14_2,1528206138880,204,0,0,0,0
20190403_14_2,1528206139985,1105,1,0,0,0
20190403_14_2,1528206140039,54,1,1,0,0
20190403_14_2,1528206140844,805,1,0,0,0
20190403_14_2,1528206141046,202,0,0,0,0
20190403_14_2,1528206141499,453,0,1,0,0
20190403_14_2,1528206141602,103,1,1,0,0
20190403_14_2,1528206142155,553,0,1,0,0
20190403_14_2,1528206142258,103,0,0,0,0
20190403_14_2,1528206142711,453,1,1,0,0
20190403_14_2,1528206143164,453,0,0,0,0
20190403_14_2,1528206143417,253,0,1,0,0
20190403_14_2,1528206143520,103,1,1,0,0
20190403_14_2,1528206143973,453,0,0,0,0
20190403_14_2,1528206144275,302,0,1,0,0
20190403_14_2,1528206144378,103,1,1,0,0
20190403_14_2,1528206144681,303,0,1,0,0
20190403_14_2,1528206144883,202,0,0,0,0
20190403_14_2,1528206145387,504,0,1,0,0
20190403_14_2,1528206145489,102,1,1,0,0
20190403_14_2,1528206145743,254,0,0,0,0
