participant_code,timestamp,interval,red,green,white,black
20190328_03_2,1528190691537,967139,0,0,1,0
20190328_03_2,1528190692240,703,0,0,0,0
20190328_03_2,1528190695301,3061,0,0,0,1
20190328_03_2,1528190696006,705,0,0,0,0
20190328_03_2,1528190696863,857,0,1,0,0
20190328_03_2,1528190697770,907,0,0,0,0
20190328_03_2,1528190698428,658,1,0,0,0
20190328_03_2,1528190699234,806,0,0,0,0
20190328_03_2,1528190702444,3210,0,0,0,1
20190328_03_2,1528190702847,403,0,0,0,0
20190328_03_2,1528190703349,502,0,0,0,1
20190328_03_2,1528190704705,1356,0,0,0,0
20190328_03_2,1528190705008,303,0,0,0,1
20190328_03_2,1528190706615,1607,0,0,1,1
20190328_03_2,1528190708221,1606,0,0,0,1
20190328_03_2,1528190708323,102,0,0,0,0
20190328_03_2,1528190711985,3662,1,1,0,0
20190328_03_2,1528190713391,1406,0,1,0,0
20190328_03_2,1528190713493,102,0,0,0,0
20190328_03_2,1528190715149,1656,0,0,0,1
20190328_03_2,1528190715251,102,0,1,0,1
20190328_03_2,1528190720715,5464,0,0,0,0
20190328_03_2,1528190722170,1455,0,0,1,0
20190328_03_2,1528190722271,101,1,0,1,0
20190328_03_2,1528190723527,1256,0,0,0,0
20190328_03_2,1528190724430,903,0,0,0,1
20190328_03_2,1528190724583,153,0,1,0,1
20190328_03_2,1528190726739,2156,0,0,0,0
20190328_03_2,1528190732407,5668,0,0,0,1
20190328_03_2,1528190732608,201,0,1,0,1
20190328_03_2,1528190734164,1556,0,1,0,0
20190328_03_2,1528190734216,52,0,0,0,0
