participant_code,timestamp,interval,red,green,white,black
20190403_16_4,1528217325701,1622737,1,0,0,0
20190403_16_4,1528217326054,353,0,0,0,0
20190403_16_4,1528217326356,302,0,1,0,0
20190403_16_4,1528217326560,204,0,1,1,0
20190403_16_4,1528217326662,102,0,0,1,0
20190403_16_4,1528217326965,303,0,0,0,1
20190403_16_4,1528217327218,253,0,0,1,1
20190403_16_4,1528217327371,153,0,0,1,0
20190403_16_4,1528217327473,102,0,0,0,0
20190403_16_4,1528217336698,9225,1,0,0,0
20190403_16_4,1528217336849,151,0,0,0,0
20190403_16_4,1528217337052,203,1,0,0,0
20190403_16_4,1528217337155,103,0,0,0,0
20190403_16_4,1528217337357,202,1,0,0,0
20190403_16_4,1528217337460,103,0,0,0,0
20190403_16_4,1528217337663,203,1,0,0,0
20190403_16_4,1528217337765,102,0,0,0,0
20190403_16_4,1528217338020,255,1,0,0,0
20190403_16_4,1528217338171,151,0,0,0,0
20190403_16_4,1528217338374,203,1,0,0,0
20190403_16_4,1528217338525,151,0,0,0,0
20190403_16_4,1528217369504,30979,0,0,1,0
20190403_16_4,1528217369856,352,0,0,0,0
20190403_16_4,1528217371062,1206,1,0,0,0
20190403_16_4,1528217371465,403,0,0,0,0
20190403_16_4,1528217376129,4664,0,1,0,0
20190403_16_4,1528217376331,202,0,0,0,0
20190403_16_4,1528217376885,554,0,0,0,1
20190403_16_4,1528217376987,102,0,0,0,0
20190403_16_4,1528217377140,153,0,0,0,1
20190403_16_4,1528217377342,202,0,0,0,0
20190403_16_4,1528217378647,1305,0,1,1,0
20190403_16_4,1528217378749,102,1,1,1,0
20190403_16_4,1528217379003,254,1,0,1,0
20190403_16_4,1528217379106,103,0,0,1,0
20190403_16_4,1528217379209,103,1,0,0,1
20190403_16_4,1528217379269,60,1,1,1,1
20190403_16_4,1528217379674,405,1,0,1,1
20190403_16_4,1528217379730,56,0,0,0,1
20190403_16_4,1528217379782,52,0,0,0,0
20190403_16_4,1528217380537,755,1,1,1,1
20190403_16_4,1528217380790,253,0,0,1,1
20190403_16_4,1528217380842,52,0,0,0,0
20190403_16_4,1528217381144,302,1,0,1,1
20190403_16_4,1528217381197,53,1,1,1,1
20190403_16_4,1528217381450,253,0,0,0,1
20190403_16_4,1528217381501,51,0,0,0,0
20190403_16_4,1528217381708,207,1,0,0,0
20190403_16_4,1528217382011,303,0,0,0,0
20190403_16_4,1528217383015,1004,1,0,0,0
20190403_16_4,1528217383319,304,0,0,0,0
20190403_16_4,1528217383572,253,1,0,0,0
20190403_16_4,1528217383730,158,0,0,0,0
20190403_16_4,1528217383933,203,1,0,0,0
20190403_16_4,1528217384186,253,0,0,0,0
20190403_16_4,1528217384489,303,1,0,0,0
20190403_16_4,1528217384641,152,0,0,0,0
20190403_16_4,1528217385093,452,1,0,0,0
20190403_16_4,1528217385246,153,0,0,0,0
20190403_16_4,1528217386501,1255,0,0,1,0
20190403_16_4,1528217386703,202,0,0,0,0
