participant_code,timestamp,interval,red,green,white,black
20190412_22_0,1528230437538,6011640,0,1,0,0
20190412_22_0,1528230437589,51,0,0,0,0
20190412_22_0,1528230437644,55,0,1,0,0
20190412_22_0,1528230437695,51,1,1,0,0
20190412_22_0,1528230438198,503,1,0,0,0
20190412_22_0,1528230438252,54,0,0,0,0
20190412_22_0,1528230441315,3063,1,0,0,0
20190412_22_0,1528230441571,256,0,0,0,0
20190412_22_0,1528230444035,2464,0,0,1,0
20190412_22_0,1528230444291,256,0,0,0,0
20190412_22_0,1528230446753,2462,0,1,0,0
20190412_22_0,1528230446809,56,1,1,0,1
20190412_22_0,1528230446865,56,0,1,0,1
20190412_22_0,1528230446921,56,1,1,0,1
20190412_22_0,1528230446978,57,1,1,1,1
20190412_22_0,1528230447486,508,1,1,0,1
20190412_22_0,1528230447692,206,1,1,0,0
20190412_22_0,1528230447746,54,0,1,0,0
20190412_22_0,1528230447798,52,0,0,0,0
20190412_22_0,1528230448954,1156,1,1,0,0
20190412_22_0,1528230450015,1061,0,0,0,0
20190412_22_0,1528230453781,3766,0,1,0,0
20190412_22_0,1528230453833,52,1,1,0,0
20190412_22_0,1528230454236,403,0,1,0,0
20190412_22_0,1528230454288,52,0,0,0,0
20190412_22_0,1528230456647,2359,0,0,0,1
20190412_22_0,1528230456703,56,0,0,1,1
20190412_22_0,1528230457110,407,0,0,0,1
20190412_22_0,1528230457216,106,0,0,0,0
20190412_22_0,1528230457973,757,0,1,0,0
20190412_22_0,1528230458178,205,0,0,0,0
20190412_22_0,1528230458733,555,1,0,0,0
20190412_22_0,1528230458985,252,0,0,0,0
20190412_22_0,1528230459538,553,0,0,1,0
20190412_22_0,1528230459741,203,0,0,0,0
20190412_22_0,1528230460646,905,0,0,0,1
20190412_22_0,1528230460948,302,0,0,0,0
20190412_22_0,1528230474386,13438,0,1,0,0
20190412_22_0,1528230474438,52,1,1,0,0
20190412_22_0,1528230474791,353,1,0,0,0
20190412_22_0,1528230474842,51,0,0,0,0
20190412_22_0,1528230475245,403,1,1,0,0
20190412_22_0,1528230475497,252,1,0,0,0
20190412_22_0,1528230475548,51,0,0,0,0
20190412_22_0,1528230478957,3409,1,1,0,0
20190412_22_0,1528230479309,352,0,0,0,0
20190412_22_0,1528230479462,153,0,1,0,0
20190412_22_0,1528230479514,52,1,1,0,0
20190412_22_0,1528230479765,251,0,1,0,0
20190412_22_0,1528230479867,102,0,0,0,0
20190412_22_0,1528230479969,102,1,1,0,0
20190412_22_0,1528230480170,201,0,0,0,0
20190412_22_0,1528230480374,204,1,0,0,0
20190412_22_0,1528230480426,52,1,1,0,0
20190412_22_0,1528230480528,102,0,1,0,0
20190412_22_0,1528230480580,52,0,0,0,0
20190412_22_0,1528230480782,202,0,1,0,0
20190412_22_0,1528230480934,152,1,1,0,0
20190412_22_0,1528230480986,52,0,0,0,0
20190412_22_0,1528230481188,202,0,1,0,0
20190412_22_0,1528230481390,202,0,0,0,0
20190412_22_0,1528230481593,203,0,1,0,0
20190412_22_0,1528230481796,203,0,0,0,0
20190412_22_0,1528230484905,3109,0,0,1,0
20190412_22_0,1528230485007,102,0,0,1,1
20190412_22_0,1528230485308,301,0,0,1,0
20190412_22_0,1528230485360,52,0,0,0,0
20190412_22_0,1528230503558,18198,1,0,0,0
20190412_22_0,1528230503661,103,0,0,0,0
20190412_22_0,1528230503814,153,1,0,0,0
20190412_22_0,1528230503917,103,0,0,0,0
20190412_22_0,1528230504170,253,1,0,0,0
20190412_22_0,1528230504222,52,0,0,0,0
20190412_22_0,1528230504576,354,1,0,0,0
20190412_22_0,1528230504628,52,0,0,0,0
20190412_22_0,1528230504931,303,1,0,0,0
20190412_22_0,1528230504982,51,0,0,0,0
20190412_22_0,1528230505284,302,1,0,0,0
20190412_22_0,1528230505336,52,0,0,0,0
20190412_22_0,1528230510602,5266,0,1,0,0
20190412_22_0,1528230510804,202,1,1,0,0
20190412_22_0,1528230511055,251,0,1,0,0
20190412_22_0,1528230511206,151,0,0,0,0
20190412_22_0,1528230513266,2060,0,1,0,1
20190412_22_0,1528230513420,154,0,0,0,0
20190412_22_0,1528230514275,855,1,1,0,0
20190412_22_0,1528230514478,203,0,0,0,0
20190412_22_0,1528230515232,754,0,0,1,0
20190412_22_0,1528230515284,52,1,0,1,0
20190412_22_0,1528230516440,1156,0,0,0,0
20190412_22_0,1528230518547,2107,0,0,1,0
20190412_22_0,1528230518599,52,1,0,1,0
20190412_22_0,1528230524165,5566,1,0,0,0
20190412_22_0,1528230524217,52,1,0,1,0
20190412_22_0,1528230524421,204,0,0,1,0
20190412_22_0,1528230524824,403,1,0,1,0
20190412_22_0,1528230525227,403,1,0,0,0
20190412_22_0,1528230525279,52,1,0,1,0
20190412_22_0,1528230525331,52,1,0,0,0
20190412_22_0,1528230525483,152,0,0,0,0
20190412_22_0,1528230530950,5467,0,0,0,1
20190412_22_0,1528230531053,103,0,0,1,1
20190412_22_0,1528230532458,1405,0,0,0,0
20190412_22_0,1528230534464,2006,0,0,1,0
20190412_22_0,1528230534668,204,0,0,1,1
20190412_22_0,1528230534770,102,0,1,0,1
20190412_22_0,1528230534822,52,1,1,0,1
20190412_22_0,1528230534924,102,1,1,1,1
20190412_22_0,1528230536881,1957,1,1,0,1
20190412_22_0,1528230536933,52,0,0,0,1
20190412_22_0,1528230536985,52,0,0,0,0
20190412_22_0,1528230540597,3612,1,0,0,0
20190412_22_0,1528230540649,52,1,0,1,0
20190412_22_0,1528230542456,1807,0,0,1,0
20190412_22_0,1528230542609,153,0,0,0,0
