participant_code,timestamp,interval,red,green,white,black
20190412_18_1,1528221513099,103,0,0,1,0
20190412_18_1,1528221513552,453,0,0,0,1
20190412_18_1,1528221513955,403,0,0,1,1
20190412_18_1,1528221514058,103,0,0,1,0
20190412_18_1,1528221515263,1205,0,0,0,0
20190412_18_1,1528221515315,52,0,0,1,0
20190412_18_1,1528221515367,52,0,0,0,0
20190412_18_1,1528221522288,6921,0,0,0,1
20190412_18_1,1528221522541,253,0,0,0,0
20190412_18_1,1528221523245,704,1,1,0,0
20190412_18_1,1528221523498,253,1,0,0,0
20190412_18_1,1528221523650,152,1,1,0,0
20190412_18_1,1528221523953,303,1,0,0,0
20190412_18_1,1528221524006,53,0,0,0,0
20190412_18_1,1528221524309,303,0,1,0,0
20190412_18_1,1528221524412,103,1,1,0,0
20190412_18_1,1528221525066,654,0,1,0,0
20190412_18_1,1528221525620,554,0,1,0,1
20190412_18_1,1528221525822,202,0,1,1,1
20190412_18_1,1528221526025,203,1,1,1,1
20190412_18_1,1528221526128,103,0,1,1,0
20190412_18_1,1528221526180,52,0,0,0,0
20190412_18_1,1528221526584,404,1,0,0,0
20190412_18_1,1528221526637,53,1,0,0,1
20190412_18_1,1528221526690,53,1,0,1,1
20190412_18_1,1528221526743,53,1,1,1,1
20190412_18_1,1528221526897,154,1,1,0,1
20190412_18_1,1528221526950,53,1,1,0,0
20190412_18_1,1528221527153,203,0,0,0,0
20190412_18_1,1528221532318,5165,0,0,1,0
20190412_18_1,1528221532671,353,0,0,0,0
20190412_18_1,1528221533124,453,0,0,1,0
20190412_18_1,1528221533628,504,0,0,0,0
20190412_18_1,1528221534232,604,0,0,1,0
20190412_18_1,1528221534685,453,0,0,0,0
20190412_18_1,1528221534937,252,0,0,1,0
20190412_18_1,1528221535642,705,0,0,0,0
20190412_18_1,1528221535895,253,0,0,1,0
20190412_18_1,1528221536749,854,0,0,0,0
20190412_18_1,1528221537102,353,0,0,1,0
20190412_18_1,1528221537404,302,0,0,0,0
20190412_18_1,1528221537506,102,0,0,1,0
20190412_18_1,1528221537809,303,0,0,0,0
20190412_18_1,1528221537911,102,0,0,1,0
20190412_18_1,1528221538114,203,0,0,0,0
20190412_18_1,1528221538367,253,0,0,1,0
20190412_18_1,1528221538570,203,0,0,0,0
20190412_18_1,1528221538673,103,0,0,1,0
20190412_18_1,1528221541633,2960,0,0,0,0
20190412_18_1,1528221541987,354,0,0,1,0
20190412_18_1,1528221547955,5968,0,0,0,0
20190412_18_1,1528221548208,253,0,0,1,0
20190412_18_1,1528221548461,253,0,0,0,0
20190412_18_1,1528221548714,253,0,0,1,0
20190412_18_1,1528221548967,253,0,0,0,0
20190412_18_1,1528221549170,203,0,0,1,0
20190412_18_1,1528221549373,203,0,0,0,0
20190412_18_1,1528221549525,152,0,0,1,0
20190412_18_1,1528221550381,856,0,0,0,0
20190412_18_1,1528221551235,854,0,0,0,1
20190412_18_1,1528221551287,52,0,0,0,0
20190412_18_1,1528221551390,103,0,0,1,0
20190412_18_1,1528221551443,53,0,0,0,0
20190412_18_1,1528221551696,253,0,0,1,0
20190412_18_1,1528221551749,53,0,0,0,0
20190412_18_1,1528221552152,403,0,0,1,0
20190412_18_1,1528221552204,52,0,0,0,0
20190412_18_1,1528221552307,103,0,0,0,1
20190412_18_1,1528221552360,53,0,0,0,0
20190412_18_1,1528221552663,303,0,0,0,1
20190412_18_1,1528221552715,52,0,0,0,0
20190412_18_1,1528221564346,11631,0,0,1,0
20190412_18_1,1528221564650,304,0,0,0,0
20190412_18_1,1528221564953,303,0,0,1,0
20190412_18_1,1528221565206,253,0,0,0,0
20190412_18_1,1528221565559,353,0,0,1,0
20190412_18_1,1528221565815,256,0,0,0,0
20190412_18_1,1528221566218,403,0,0,1,0
20190412_18_1,1528221566369,151,0,0,0,0
20190412_18_1,1528221567122,753,0,0,1,0
20190412_18_1,1528221571737,4615,0,0,0,0
20190412_18_1,1528221575900,4163,1,0,0,0
20190412_18_1,1528221576053,153,0,0,0,0
20190412_18_1,1528221576206,153,1,0,0,0
20190412_18_1,1528221576308,102,0,0,0,0
20190412_18_1,1528221576510,202,1,0,0,0
20190412_18_1,1528221576613,103,0,0,0,0
20190412_18_1,1528221576766,153,1,0,0,0
20190412_18_1,1528221576868,102,0,0,0,0
20190412_18_1,1528221577121,253,1,0,0,0
20190412_18_1,1528221577274,153,0,0,0,0
20190412_18_1,1528221577778,504,1,0,0,0
20190412_18_1,1528221577880,102,0,0,0,0
20190412_18_1,1528221583695,5815,0,1,0,0
20190412_18_1,1528221583747,52,1,1,0,0
20190412_18_1,1528221583800,53,0,1,0,0
20190412_18_1,1528221583853,53,1,1,0,0
20190412_18_1,1528221584657,804,0,0,0,0
20190412_18_1,1528221586163,1506,0,0,1,1
20190412_18_1,1528221586517,354,1,0,1,1
20190412_18_1,1528221586619,102,1,1,1,1
20190412_18_1,1528221587824,1205,0,0,0,1
20190412_18_1,1528221587877,53,0,0,0,0
20190412_18_1,1528221589231,1354,0,0,0,1
20190412_18_1,1528221589284,53,0,1,0,1
20190412_18_1,1528221589738,454,0,0,0,0
20190412_18_1,1528221594152,4414,0,0,0,1
20190412_18_1,1528221594255,103,0,1,0,1
20190412_18_1,1528221595360,1105,0,0,0,0
20190412_18_1,1528221595913,553,1,0,1,0
20190412_18_1,1528221596317,404,0,0,0,0
20190412_18_1,1528221599778,3461,0,0,1,0
20190412_18_1,1528221599831,53,0,0,1,1
20190412_18_1,1528221600935,1104,0,0,1,0
20190412_18_1,1528221601038,103,0,0,0,0
20190412_18_1,1528221602393,1355,1,1,0,0
20190412_18_1,1528221602997,604,0,0,0,0
20190412_18_1,1528221603801,804,0,0,1,1
20190412_18_1,1528221604556,755,0,0,1,0
20190412_18_1,1528221604610,54,0,0,0,0
20190412_18_1,1528221606216,1606,0,0,1,0
20190412_18_1,1528221606369,153,0,0,1,1
20190412_18_1,1528221606572,203,0,0,0,1
20190412_18_1,1528221606624,52,0,0,0,0
20190412_18_1,1528221606777,153,0,0,1,1
20190412_18_1,1528221606980,203,0,0,0,0
20190412_18_1,1528221607834,854,0,1,0,1
20190412_18_1,1528221608238,404,0,0,0,0
20190412_18_1,1528221608943,705,1,0,1,0
20190412_18_1,1528221609496,553,0,0,0,0
20190412_18_1,1528221609649,153,1,0,0,0
20190412_18_1,1528221609701,52,1,0,1,0
20190412_18_1,1528221609753,52,1,0,0,0
20190412_18_1,1528221609855,102,0,0,0,0
20190412_18_1,1528221610258,403,1,1,0,0
20190412_18_1,1528221610813,555,0,0,0,0
20190412_18_1,1528221611016,203,0,1,0,0
20190412_18_1,1528221611069,53,1,1,0,0
20190412_18_1,1528221611221,152,0,0,0,0
20190412_18_1,1528221611374,153,0,1,0,0
20190412_18_1,1528221611427,53,1,1,0,0
20190412_18_1,1528221611480,53,1,0,0,0
20190412_18_1,1528221611534,54,0,0,0,0
20190412_18_1,1528221611636,102,0,1,0,0
20190412_18_1,1528221611688,52,1,1,0,0
20190412_18_1,1528221611791,103,0,0,0,0
20190412_18_1,1528221611843,52,1,1,0,0
20190412_18_1,1528221611946,103,1,0,0,0
20190412_18_1,1528221611999,53,0,0,0,0
20190412_18_1,1528221612753,754,0,0,1,1
20190412_18_1,1528221613007,254,0,0,0,0
20190412_18_1,1528221613110,103,0,0,1,1
20190412_18_1,1528221613213,103,0,0,1,0
20190412_18_1,1528221613265,52,0,0,0,0
20190412_18_1,1528221613318,53,0,0,1,1
20190412_18_1,1528221613471,153,0,0,1,0
20190412_18_1,1528221613524,53,0,0,0,0
20190412_18_1,1528221614128,604,1,1,0,0
20190412_18_1,1528221614280,152,0,1,0,0
20190412_18_1,1528221614333,53,0,0,0,0
20190412_18_1,1528221614385,52,0,1,0,0
20190412_18_1,1528221614437,52,1,1,0,0
20190412_18_1,1528221614540,103,1,0,0,0
20190412_18_1,1528221614592,52,0,0,0,0
20190412_18_1,1528221615346,754,0,0,1,1
20190412_18_1,1528221616000,654,0,0,0,1
20190412_18_1,1528221616103,103,0,0,0,0
20190412_18_1,1528221617056,953,1,1,0,0
20190412_18_1,1528221617309,253,0,0,0,0
20190412_18_1,1528221618113,804,0,0,0,1
20190412_18_1,1528221618165,52,0,0,1,1
20190412_18_1,1528221618368,203,0,0,1,0
20190412_18_1,1528221618421,53,0,0,0,0
20190412_18_1,1528221618927,506,1,0,1,0
20190412_18_1,1528221619183,256,0,0,0,0
20190412_18_1,1528221619586,403,0,1,0,1
20190412_18_1,1528221619839,253,0,0,0,0
20190412_18_1,1528221620393,554,1,1,0,0
20190412_18_1,1528221620646,253,1,0,0,0
20190412_18_1,1528221620699,53,0,0,0,0
20190412_18_1,1528221621253,554,0,0,1,1
20190412_18_1,1528221622007,754,0,0,0,1
20190412_18_1,1528221622059,52,0,0,0,0
20190412_18_1,1528221624317,2258,1,0,0,0
20190412_18_1,1528221624370,53,1,1,0,0
20190412_18_1,1528221625074,704,0,0,0,0
20190412_18_1,1528221627383,2309,0,0,1,0
20190412_18_1,1528221627435,52,0,0,1,1
20190412_18_1,1528221627788,353,0,0,0,0
