participant_code,timestamp,interval,red,green,white,black
20190412_21_3,1528223253170,850925,0,0,1,0
20190412_21_3,1528223253222,52,1,0,1,0
20190412_21_3,1528223253575,353,0,0,1,0
20190412_21_3,1528223253627,52,0,0,0,0
20190412_21_3,1528223270426,16799,1,0,0,0
20190412_21_3,1528223270628,202,0,0,0,0
20190412_21_3,1528223270731,103,1,0,0,0
20190412_21_3,1528223270884,153,0,0,0,0
20190412_21_3,1528223270987,103,1,0,0,0
20190412_21_3,1528223271140,153,0,0,0,0
20190412_21_3,1528223271243,103,1,0,0,0
20190412_21_3,1528223271348,105,0,0,0,0
20190412_21_3,1528223271501,153,1,0,0,0
20190412_21_3,1528223271620,119,0,0,0,0
20190412_21_3,1528223271722,102,1,0,0,0
20190412_21_3,1528223271824,102,0,0,0,0
20190412_21_3,1528223276989,5165,0,0,1,0
20190412_21_3,1528223277191,202,0,0,0,0
20190412_21_3,1528223277393,202,0,0,1,0
20190412_21_3,1528223277445,52,0,0,0,0
20190412_21_3,1528223277698,253,0,0,1,0
20190412_21_3,1528223277850,152,0,0,0,0
20190412_21_3,1528223278053,203,0,0,1,0
20190412_21_3,1528223278254,201,0,0,0,0
20190412_21_3,1528223280211,1957,0,0,0,1
20190412_21_3,1528223280364,153,0,0,0,0
20190412_21_3,1528223280517,153,0,0,0,1
20190412_21_3,1528223280619,102,0,0,0,0
20190412_21_3,1528223280721,102,0,0,0,1
20190412_21_3,1528223280824,103,0,0,0,0
20190412_21_3,1528223281328,504,0,1,0,0
20190412_21_3,1528223281431,103,0,0,0,0
20190412_21_3,1528223281533,102,0,1,0,0
20190412_21_3,1528223281585,52,0,0,0,0
20190412_21_3,1528223281687,102,0,1,0,0
20190412_21_3,1528223281739,52,0,0,0,0
20190412_21_3,1528223282142,403,1,0,0,0
20190412_21_3,1528223282194,52,0,0,0,0
20190412_21_3,1528223282296,102,1,0,0,0
20190412_21_3,1528223282348,52,0,0,0,0
20190412_21_3,1528223282400,52,1,0,0,0
20190412_21_3,1528223282452,52,0,0,0,0
20190412_21_3,1528223283056,604,0,0,1,0
20190412_21_3,1528223283108,52,0,0,0,0
20190412_21_3,1528223283310,202,0,0,1,0
20190412_21_3,1528223283412,102,0,0,0,0
20190412_21_3,1528223284167,755,0,1,0,1
20190412_21_3,1528223284470,303,0,0,0,1
20190412_21_3,1528223284522,52,0,0,0,0
20190412_21_3,1528223284624,102,0,1,0,1
20190412_21_3,1528223284728,104,0,1,0,0
20190412_21_3,1528223284780,52,0,0,0,0
20190412_21_3,1528223285584,804,1,1,0,0
20190412_21_3,1528223285742,158,0,0,0,0
20190412_21_3,1528223285848,106,0,1,0,0
20190412_21_3,1528223285904,56,1,1,0,0
20190412_21_3,1528223286060,156,0,0,0,0
20190412_21_3,1528223287118,1058,0,0,1,0
20190412_21_3,1528223287171,53,1,0,1,0
20190412_21_3,1528223287274,103,0,0,0,0
20190412_21_3,1528223287476,202,1,0,1,0
20190412_21_3,1528223287629,153,0,0,0,0
20190412_21_3,1528223288283,654,0,0,1,1
20190412_21_3,1528223289338,1055,0,0,0,0
20190412_21_3,1528223290642,1304,0,0,1,1
20190412_21_3,1528223292349,1707,0,0,0,0
20190412_21_3,1528223293404,1055,0,0,1,1
20190412_21_3,1528223293607,203,0,0,0,0
20190412_21_3,1528223293759,152,0,0,1,1
20190412_21_3,1528223293911,152,0,0,0,0
20190412_21_3,1528223294013,102,0,0,0,1
20190412_21_3,1528223294065,52,0,0,1,1
20190412_21_3,1528223294869,804,0,0,0,0
