participant_code,timestamp,interval,red,green,white,black
20190328_06_0,1528193213501,2108,0,0,0,0
20190328_06_0,1528193214155,654,0,0,1,0
20190328_06_0,1528193216315,2160,0,0,0,0
20190328_06_0,1528193216967,652,1,0,0,0
20190328_06_0,1528193229663,7222,0,0,0,1
20190328_06_0,1528193230771,1108,0,0,0,0
20190328_06_0,1528193231926,1155,0,0,1,0
20190328_06_0,1528193235285,3359,0,0,0,0
20190328_06_0,1528193236941,1656,1,0,0,0
20190328_06_0,1528193239198,2257,0,0,0,0
20190328_06_0,1528193240052,854,0,1,0,0
20190328_06_0,1528193243109,3057,0,0,0,0
20190328_06_0,1528193243812,703,0,0,0,1
20190328_06_0,1528193243964,152,0,0,0,0
20190328_06_0,1528193245118,1154,0,0,1,0
20190328_06_0,1528193246374,1256,0,0,0,0
20190328_06_0,1528193248633,2259,0,0,1,0
20190328_06_0,1528193252494,3861,0,0,0,0
20190328_06_0,1528193254902,2408,1,0,0,1
20190328_06_0,1528193254953,51,1,1,1,1
20190328_06_0,1528193257109,2156,0,1,1,1
20190328_06_0,1528193257161,52,0,0,1,1
20190328_06_0,1528193257212,51,0,0,0,0
20190328_06_0,1528193295214,38002,1,0,1,0
20190328_06_0,1528193295367,153,0,0,1,0
20190328_06_0,1528193295418,51,1,0,1,0
20190328_06_0,1528193296723,1305,0,0,1,0
20190328_06_0,1528193296926,203,0,0,0,0
